"Rep","TruePeak","Cases","TreeSize","TrueGamma","TruePhi","TruePsi","GammaMean","PhiMean","PsiMean","RunTime"
2,3271,1250,65,0.126326371,0.018759839,0.000967444,0.17709184199961,0.0254912501991589,0.00125325827565354,10.1801684708333
4,461,456,28,0.266566352,0.031780282,0.001947244,0.249712319343649,0.026221870510762,0.00121553740631714,6.90376634791667
5,4107,714,71,0.097311041,0.007642306,0.000758799,0.156203472584254,0.0134316765666781,0.00119287291984448,10.76710965625
7,2675,2076,93,0.11897776,0.037170151,0.001671458,0.238704036160831,0.0349948621773022,0.00153180634729384,13.07626655555
11,2748,1097,22,0.135716632,0.017518048,0.00034649,0.18947605105016,0.0231832483956538,0.000631707516774743,8.43037241945
13,2326,453,27,0.171892414,0.009194553,0.000542292,0.16374358775495,0.0164830185793931,0.000916372633358176,7.05985676388333
14,2904,1401,38,0.136257644,0.023786738,0.000649044,0.194905402237951,0.0247623389103713,0.000778740524344749,10.6403647423667
15,1249,771,43,0.221448955,0.023509855,0.00129882,0.243321452156133,0.0244409796434523,0.00114060143129057,8.15821532708333
17,699,266,14,0.222799595,0.010336318,0.000546618,0.170108744188478,0.019309265443163,0.00104477770607176,5.7834708889
19,1118,548,49,0.2474556,0.02242297,0.002007972,0.203788611375637,0.0228226634828099,0.00160065291439582,7.20646730555
25,4321,968,14,0.092216832,0.009749583,0.00013871,0.205719139785507,0.03162591498697,0.000696566809304339,6.75205651875
26,3684,1731,54,0.100755824,0.021408648,0.000669424,0.249529798842374,0.0236076625162449,0.000778488452867286,12.0708575763833
30,1355,1239,24,0.21932328,0.041654973,0.000815597,0.209812673223089,0.0371416846657074,0.000777947546867577,18.3689430111167
31,2322,609,24,0.199302428,0.015503432,0.000602705,0.241468230799684,0.0190197144475445,0.000783975471314629,15.2510808257
32,1519,612,37,0.225911627,0.018312269,0.001115404,0.18198567211686,0.0198978371715547,0.00109798965686044,7.14776734235
33,998,352,16,0.25530929,0.01513946,0.000684178,0.198001059108047,0.0192605208450353,0.000787936181428432,5.02457858333333
34,5872,897,42,0.057450801,0.005910462,0.000274183,0.131120322926323,0.0179924716575522,0.000865145093842315,8.0383973757
35,2361,679,38,0.163155077,0.01440996,0.000808263,0.180168652851194,0.0195286646376662,0.00106678794129664,7.64650804236667
38,1629,1318,88,0.196915128,0.038868932,0.002581524,0.220998865745264,0.0285266078423437,0.00160313868330328,10.5031761076333
39,3307,1448,108,0.115608187,0.019401086,0.001440182,0.179749735397414,0.018715530547186,0.00126393406525193,12.6782008986
43,967,866,51,0.222411483,0.03093397,0.001815471,0.175376859224307,0.0250083754680863,0.00121824067895814,7.28661518056667
45,469,387,28,0.258721322,0.022742928,0.001618518,0.180226303625738,0.0202824270207741,0.00132690836581415,6.16416913053333
46,3193,961,21,0.136463257,0.014960649,0.00033127,0.173523405387599,0.0235190193429323,0.000619022836957477,7.84903368613333
48,909,673,22,0.270045514,0.029645366,0.000950788,0.238172719681452,0.0323323148682132,0.000995074965218563,6.37973704236667
49,2486,1023,49,0.171275513,0.022428988,0.001071692,0.214424579011552,0.023895350571646,0.00109318667903442,15.3469563645833
50,2055,1535,49,0.15214843,0.033031322,0.001057174,0.184211044802113,0.0162618667795594,0.000483015394767765,11.3763461
51,3601,1325,77,0.086047949,0.013336271,0.00077372,0.154887479245058,0.0143012273231478,0.000787035125172386,10.5990596645833
53,973,273,11,0.189665213,0.007960892,0.000328446,0.151427009457123,0.014009681392497,0.000547241410510516,6.33205391181667
54,3416,1956,97,0.088106693,0.022219615,0.001096786,0.166877991675228,0.0191581918657717,0.000973151257694537,13.5377382527833
55,2209,681,13,0.12500519,0.011040592,0.000217977,0.134987641559298,0.0137998096916106,0.000342743190321293,7.38005343195
56,1821,558,37,0.164016884,0.012357827,0.000825308,0.143382325577808,0.0187275631668664,0.00114430176995875,7.27125514235
57,3973,1061,37,0.075760788,0.009663885,0.000338646,0.188638773925121,0.0159322677519832,0.000619371862890613,9.46444505971667
58,1259,985,23,0.179104375,0.027274415,0.000622567,0.177691267007286,0.0277901099474752,0.000561757978367456,6.98538763125
59,2672,824,35,0.117086418,0.011109822,0.000465649,0.146910056974718,0.0202759401736598,0.000927666288367929,7.43371317291667
63,2962,2242,131,0.090963621,0.028049824,0.001635248,0.135020673702517,0.0256736417462547,0.00147849117786717,13.1327327590333
67,2322,1000,92,0.136185894,0.018202612,0.001674356,0.16626368135022,0.0153950377932817,0.00117338748733137,12.56325024445
68,1535,1034,63,0.161643686,0.025744918,0.001557711,0.20376263489481,0.0231950412850997,0.00139433312844934,9.45829671596667
69,2278,1165,24,0.144021189,0.020153472,0.000411396,0.157200400805405,0.0263270060081592,0.000699335508593048,9.56149941526667
71,3217,2559,145,0.083456442,0.031643137,0.00179289,0.197624052098993,0.0268918723387681,0.00145629941218209,41.1568378993
73,1940,919,33,0.140968123,0.017928417,0.00065095,0.161555785100433,0.0227978393230948,0.000772924157297602,7.2196068
74,4010,2872,187,0.06337694,0.025800245,0.001675316,0.165054335726202,0.0210901633898512,0.00133179110449837,16.323743675
75,2545,457,30,0.135344743,0.006834436,0.000448082,0.156411337245035,0.0106938304782038,0.000696911003000847,7.15114594305
76,1179,1000,42,0.153047694,0.025218688,0.001063796,0.15810405159089,0.0237007447745197,0.000995082361125494,7.17322405208333
77,965,500,4,0.188980293,0.015961249,0.00013584,0.206939976611875,0.0181344419359823,0.00078925558293758,6.09868209305
78,1392,1239,72,0.172734926,0.032846837,0.001906226,0.194279312630341,0.0243750634627872,0.00118679131249425,9.09632738611667
79,3540,1922,154,0.079113579,0.019756119,0.001578395,0.173313148798359,0.0181686701394755,0.00138770893879204,13.6275362402833
80,1529,1156,40,0.152546292,0.027241182,0.000937331,0.176461764749522,0.0299105340795492,0.00102062429550321,7.17757617015
81,2814,914,54,0.110234204,0.011824376,0.000696353,0.167645820013114,0.00962655930507284,0.000587717182030653,11.1963779430667
82,1582,749,37,0.163403155,0.015505299,0.000757017,0.17610742127886,0.0169335096729053,0.000933341291520042,7.55973250903333
83,341,599,27,0.236845006,0.04053185,0.001806394,0.229841434055561,0.0243096362533298,0.00107707953557806,6.4765890743
84,1525,894,66,0.15724649,0.0202913,0.001489825,0.152360643787124,0.0147678246474814,0.0010987279450635,9.50602188265
85,799,403,30,0.201144562,0.015718908,0.001183033,0.172805479254126,0.0166021199965973,0.00105272219507713,6.21603643056667
86,2065,1135,40,0.115114925,0.018144294,0.000644498,0.171545432487262,0.0286036272490676,0.00101567794427414,7.04974542361667
87,6177,1686,62,0.035206065,0.007590798,0.000280136,0.151883170508803,0.0130654390782308,0.000513080445030912,11.05348565625
88,1480,1286,53,0.143116937,0.027620148,0.001130579,0.168573086319439,0.0223366982922026,0.000922752274337556,8.00734555278333
89,2650,1052,71,0.125865497,0.015313466,0.001039478,0.174045183410457,0.0202754389787912,0.00130101370267891,8.44398642361667
90,6805,1653,108,0.027712981,0.006215665,0.000406494,0.109681609456488,0.00917713587917016,0.00059048528162326,12.6137604132
91,1961,1606,68,0.12596108,0.02981594,0.001260124,0.162495264162503,0.027038814949041,0.00114456737737653,8.38392356805
92,858,1065,81,0.189544386,0.037956121,0.002882711,0.229699656286846,0.0260585534937737,0.00160383570555322,8.81742729166667
93,1553,1109,86,0.148902837,0.02474688,0.001907587,0.163758437255807,0.0198044617028832,0.0013658206928734,9.03923525208333
94,3730,2026,20,0.073474744,0.019008113,0.00018319,0.198736277053272,0.0179769793201909,0.000219428349881025,10.6869006388833
95,1591,689,15,0.148262294,0.014959764,0.000325067,0.169559062630966,0.0251545017391891,0.000585798177122149,5.84723690903333
97,2167,1814,83,0.128615763,0.033269219,0.001516499,0.160662906170311,0.0266551495411666,0.00117931302034503,9.94005298541667
98,1356,423,29,0.176515298,0.009793753,0.000659283,0.158584675998616,0.0144305029598743,0.000985771901501261,6.01901152846667
100,4923,3077,216,0.04773004,0.02118197,0.00148677,0.173374782021106,0.0176052209321028,0.00122454337526646,11.7421200465167
101,635,656,27,0.21627262,0.02777149,0.0011215,0.198503415445108,0.0311502795757497,0.00121633678567313,4.96348360486667
102,527,573,39,0.22071722,0.02638292,0.00179215,0.215256542154035,0.0250264427744283,0.00128823759262498,5.22482585765
103,1108,601,60,0.18325218,0.01833806,0.001837,0.20406202598432,0.0163821521274475,0.00156997029257689,6.24402148056667
104,1755,1049,46,0.13777218,0.01887248,0.00082142,0.134840066946993,0.0183099821385749,0.000841927614439415,5.94784733471667
105,3393,949,34,0.09561619,0.0103093,0.00037403,0.140811853715774,0.0229932146144346,0.000982619664888437,5.60011834166667
106,522,370,18,0.23122709,0.01817268,0.0008872,0.166304650976349,0.0203950628557474,0.000969141304861108,4.9838416757
107,1266,61,3,0.16255977,0.00119287,5.03e-05,0.147110626272444,0.0176357458335332,0.00096196491242593,3.7910959618
108,197,227,15,0.30015459,0.02847592,0.00190222,0.245519615791036,0.0232347191722538,0.00118743098336289,3.63682021388333
109,2635,1658,57,0.097061371,0.021738038,0.000740529,0.175533423457767,0.016509705006831,0.000638025442167936,7.15451466596667
111,2248,652,32,0.136139207,0.010701744,0.000529494,0.162244873694099,0.0194150339790324,0.00102579616047443,5.02881089791667
112,2086,1017,67,0.127991828,0.017243031,0.001133176,0.190966608169131,0.0236861483366027,0.00144387174832792,6.35327740903333
113,3693,239,10,0.090625493,0.002549855,0.000108247,0.166301771068592,0.0134504147043316,0.000540496139568185,4.45813968056667
116,4759,1624,93,0.06044896,0.012169742,0.000692859,0.154342839067333,0.0157883922837061,0.0009392711525596,6.98001401805
117,2380,1571,91,0.116894026,0.025459697,0.001467511,0.168612482988739,0.0195967733085203,0.00107350224621845,8.17527297223333
118,1402,732,39,0.162141409,0.016390212,0.000879713,0.138825481306791,0.0187489169214724,0.000986254596354528,5.16711057846667
119,2365,319,12,0.137680158,0.004941343,0.000192497,0.155453684386506,0.0161412968690483,0.000760644577806763,4.47914613888333
121,441,272,10,0.227514721,0.015430864,0.00058449,0.165777074093724,0.024593766870396,0.000886733607402903,4.60019422778333
122,1886,1363,29,0.124649363,0.023897103,0.000502866,0.153155500600374,0.0220921038747843,0.000557193970412411,5.39088960416667
123,1302,983,68,0.170897723,0.025576159,0.00177102,0.200470410739847,0.0212802185745201,0.0012913075320862,7.35543824513333
126,1110,465,19,0.17843585,0.013386492,0.000554573,0.224783688187163,0.0237905561189447,0.000805415998690233,4.24993421806667
127,1207,1118,62,0.171490014,0.030569106,0.001702701,0.23319424787761,0.0267410661786059,0.00135987310016042,6.11210285833333
129,650,549,20,0.206290884,0.022469055,0.000818271,0.185851799326919,0.0232789967360336,0.00089465021797674,4.07587582013333
130,859,822,45,0.177161156,0.026966321,0.001467274,0.244756388113736,0.0263280840187053,0.00128100425565877,5.36130739375
131,580,752,77,0.195795794,0.032823721,0.003342835,0.22136339906285,0.0268701622898175,0.0018270568181553,6.31515064791667
132,3802,1976,141,0.074438118,0.0196875,0.001402738,0.192067234155281,0.0173386344846616,0.0011611801807395,9.75365210973333
133,379,355,9,0.238252812,0.025025828,0.000606767,0.17032538326514,0.027715377620413,0.000923081892119616,3.88381130625
134,2441,1414,50,0.118128388,0.022217727,0.000786032,0.160488806433196,0.0281740578278374,0.00100274686653371,5.96389933263333
135,3409,2520,103,0.072788875,0.026720509,0.00108994,0.155446164633854,0.0250520258664569,0.00106900571462715,7.56318606458333
136,2189,1667,123,0.118707375,0.027740341,0.002040336,0.158669337628139,0.0234410318190986,0.0015811170582964,6.8843517125
137,3949,633,8,0.077197583,0.005770497,7.69e-05,0.171866278497566,0.0281197792566091,0.000574112221486459,3.55278964931667
141,1842,529,16,0.150698308,0.010571401,0.000312799,0.151609636507828,0.0261716458359605,0.000949672668255267,4.04122952708333
142,567,513,31,0.223436395,0.024746829,0.001480572,0.2056927178408,0.0211394580876234,0.00106347048702974,4.84715010486667
143,2587,325,12,0.130894827,0.004650175,0.00017506,0.168555698334616,0.0149308644889625,0.000702341694916795,3.88072855068333
145,2314,1276,85,0.119743159,0.020259487,0.001352965,0.157425746476698,0.0205102951373404,0.00129325198006854,6.99589012361667
146,1710,1181,29,0.146138758,0.024820752,0.000608517,0.186983881659392,0.0299002963706733,0.000665798340235601,4.79806032776667
147,912,218,11,0.20319995,0.007957279,0.000402692,0.176274532525374,0.0132628375964062,0.000569036187033713,4.09445413958333
148,1972,498,28,0.166262474,0.010525376,0.000599025,0.180517796551208,0.0128199924937044,0.000743809760206014,4.6072671507
150,1268,611,22,0.182857633,0.016367366,0.000589694,0.157030649678025,0.0196917275285582,0.000763326602314483,4.11913961805
151,1215,632,30,0.175850725,0.018304491,0.000879236,0.231041393393862,0.0224033090826339,0.00107822651624142,4.78694187778333
152,800,247,10,0.210453002,0.008632182,0.000342269,0.149093424457643,0.0212965910946285,0.0010390866527417,4.12780943611667
153,475,388,26,0.230416027,0.0281727,0.001909725,0.21673314388721,0.0274926594633762,0.00144016549881096,4.56333705903333
154,345,326,22,0.24038254,0.018962047,0.001289975,0.186158365328696,0.023158215697524,0.00120331229258936,4.46826693611667
155,1417,1148,35,0.134547865,0.024707613,0.000742613,0.168960914697382,0.024162441102096,0.000862661257856806,5.05127300971667
156,2823,1344,130,0.100374544,0.016999975,0.001647381,0.171808574524074,0.0169332340163934,0.00144143173301797,8.64275149305
157,1688,82,4,0.166730579,0.001733884,7.47e-05,0.175797136520884,0.0195417269767639,0.000777194555061829,3.33571889445
158,2684,659,23,0.127739133,0.010536055,0.000366667,0.170926070349309,0.0187886220245883,0.000667736652500583,4.45112678958333
159,2850,1193,58,0.107576852,0.016021446,0.000774353,0.143834169811282,0.0176747604631124,0.000885303945666264,6.49529910416667
160,1633,1084,72,0.149191378,0.023852215,0.001586292,0.174051711530301,0.0235691828661058,0.00140037246748396,7.28161464375
162,995,1223,35,0.175187581,0.038470983,0.001111122,0.211554372116135,0.0371745434443394,0.000991920550594023,5.56994439306667
163,842,782,76,0.191213805,0.025611256,0.002487305,0.225589284914881,0.0206432195287781,0.00160778365740436,6.25613958958333
164,1619,349,29,0.17742203,0.008249449,0.000674247,0.177437729635481,0.019080790278371,0.00114604102609458,3.92325680208333
165,1551,1352,37,0.154578014,0.03217631,0.000873171,0.170629897406145,0.0311211045095877,0.000978475249451549,5.1835348618
168,3154,1627,71,0.081122222,0.016769383,0.000735044,0.15546209875304,0.0220153692561282,0.000975214076135871,6.65316917083333
170,5726,4195,184,0.031304138,0.023549278,0.001032223,0.189173139210739,0.0210148136496676,0.000884213064034735,12.1123668972167
171,1601,854,59,0.167335193,0.020905045,0.001437718,0.192813507204322,0.0179800966438093,0.00118140598242567,6.16736251666667
172,2272,1315,99,0.122916173,0.022036701,0.001661264,0.249852362358904,0.0185556285402664,0.00127707120271572,7.77416600973333
173,1136,477,21,0.182706502,0.01431568,0.000620502,0.207631324622266,0.0230274125982971,0.0011136439596298,5.06876749375
174,450,760,32,0.212370506,0.038447704,0.001592305,0.213998261117359,0.027835211480238,0.00110937837118009,5.53146752638333
176,1249,576,31,0.158949952,0.01331155,0.000708911,0.157911309760302,0.016542924166666,0.000917054391466957,5.09129452013333
177,1133,907,37,0.178148069,0.024748341,0.000998085,0.194244628933338,0.0284625290773103,0.00104100838419174,5.5618191132
178,2989,1914,83,0.095468103,0.024812438,0.001071541,0.146460667528258,0.0262305690632236,0.00111583226265446,8.27514450903333
179,1049,753,27,0.176805553,0.021946806,0.000795026,0.170583694714598,0.0221803080337045,0.000902174232719303,5.0781586757
180,2433,1722,53,0.110060166,0.025548434,0.000790247,0.164940065110101,0.0289723126015217,0.000837957829342845,6.80083729583333
182,2220,2253,98,0.106489521,0.036806443,0.00159241,0.203443430596933,0.0248217108782088,0.00108398115072158,7.67457014443333
183,714,248,20,0.199149655,0.008679806,0.000702258,0.184941939707637,0.0118739959541325,0.000778197133918903,4.29002364861667
184,3062,1366,92,0.100364596,0.017502853,0.00118219,0.165049547371013,0.0125909483445739,0.00084894912167077,8.45173156528333
185,2911,2437,193,0.085800701,0.030262329,0.002395584,0.139248903237234,0.0216341690810477,0.00159444420536232,10.6444043833333
186,380,597,38,0.236929063,0.037524822,0.002394347,0.261901526455083,0.0268550320512136,0.00137728574760301,5.229930875
187,4188,3058,239,0.065826431,0.030502167,0.002378538,0.181870895491611,0.0223991849381335,0.00155821760475864,13.5557180333333
188,2130,1694,112,0.12044526,0.028927478,0.001918565,0.180213788997594,0.0276383612563514,0.00157835887298059,8.10453887151667
190,766,1387,57,0.161925055,0.04684577,0.001938756,0.264737652287157,0.0360057887830955,0.00136737191056551,5.89772080625
191,2543,1111,23,0.123711059,0.016944401,0.000357932,0.142058942924522,0.0288053859498937,0.000771132427435472,4.75470241943333
192,895,658,36,0.198694189,0.024013341,0.001325132,0.193907449416709,0.0279255156164303,0.00137648303811529,4.9923189014
196,2672,1263,75,0.116003055,0.018687462,0.001116187,0.147182009975564,0.0190586740749471,0.00118323029025997,6.75663145068333
197,1619,491,27,0.152109765,0.010189156,0.000549355,0.161036145750033,0.0195245490220402,0.00109727945068414,6.53185459515
198,2345,1129,49,0.120570645,0.016789002,0.000733258,0.130455984672366,0.021888966713642,0.00103399731278252,6.8838211375
199,920,1111,65,0.166501864,0.035846255,0.002093788,0.25982183604528,0.0269076818866689,0.001384190627834,5.69008242291667
201,242,260,13,0.2335541,0.025125017,0.001296417,0.202918038965263,0.0233582210957988,0.00113989591635235,4.44614025763333
202,3835,1933,53,0.074570363,0.018272914,0.000498646,0.169204392911424,0.0166467730429466,0.000443177819326867,7.28533906111667
204,2695,1311,62,0.105066612,0.017580603,0.000831366,0.19471496369232,0.0185331629499952,0.000899223213216359,8.20073054583333
205,2392,583,27,0.132739074,0.009548886,0.000443959,0.157658965918226,0.0183347689765866,0.000851900215286782,5.97345872361667
206,669,179,7,0.241981681,0.008462421,0.000341294,0.20255446098297,0.0203176548830032,0.000861736651154032,4.80215133125
207,3215,1911,69,0.091717264,0.023152362,0.000838855,0.163353812764751,0.0226326001589971,0.000808645466264335,7.50611419723333
211,1915,1646,38,0.131754065,0.031668569,0.000728533,0.19754447678493,0.0319104308440767,0.00077779722519428,5.86141370763333
212,1671,455,27,0.147717186,0.009364999,0.000555782,0.151101640180036,0.0173656933035761,0.000901384958205101,4.75155358265
213,443,235,17,0.243583351,0.014448442,0.001032899,0.194660715464915,0.0195317087737546,0.00116839859302651,4.2927499382
217,377,543,29,0.233623922,0.037120752,0.001980741,0.234528948228717,0.0279061338501927,0.00114952540861395,5.29580092776667
219,370,56,3,0.257994599,0.00318745,0.000167683,0.151932945519915,0.01535790689287,0.00088042396931355,3.74499983473333
220,1492,1302,58,0.150762358,0.030739345,0.001366123,0.207882604297544,0.025755168350605,0.00110482489802274,6.58610332708333
221,2183,1606,138,0.120376727,0.027002424,0.002314693,0.214801985041259,0.0227449629505755,0.00174227896499164,10.4110959083333
222,666,594,21,0.195861381,0.026287369,0.000949139,0.25532510155238,0.0254398514072443,0.000813371421436813,5.10314571596667
223,2015,820,47,0.127383805,0.01331185,0.000761087,0.157350343296073,0.0210570664223753,0.00109111877763896,6.05913670138333
224,854,499,12,0.191491498,0.017425611,0.000414338,0.15529715547463,0.0254315863327715,0.000772801894791008,4.46346366181667
225,3894,2504,115,0.072888679,0.024684043,0.00112901,0.148049364844135,0.0250696423582302,0.00122094369742085,9.04824252848333
226,946,736,45,0.179454985,0.022582958,0.001371012,0.204030099059082,0.0244806327245543,0.00123507289233546,6.03902371388333
228,3076,337,25,0.118449386,0.004389105,0.000320436,0.126128015484867,0.0147189805407418,0.00101436398756593,4.47605310416667
230,463,513,25,0.238897419,0.029301164,0.001399631,0.209098250947288,0.0242633000848332,0.00109669055636569,5.37644884236667
231,616,244,14,0.221651388,0.011649144,0.000664262,0.161299790330958,0.0129439175932278,0.000854967089606744,4.86363543403333
232,1957,1053,32,0.122966326,0.017873193,0.000550657,0.137384024449364,0.019133518950809,0.000566219701885978,5.82393278401667
233,1844,990,27,0.13620519,0.019124208,0.000523035,0.199568770018055,0.0253067682059055,0.000780483878068478,5.2883709382
234,1116,440,13,0.160037264,0.011361633,0.000344666,0.172164703634352,0.0165336324154854,0.000606352442210026,4.99589220971667
235,3520,737,17,0.098808268,0.008565446,0.000192224,0.141639778457008,0.0213506016053005,0.000643902496093894,4.61503972083333
236,3480,1419,43,0.083342169,0.014420123,0.00043247,0.12169325698738,0.0198080729519354,0.000699510030184168,5.9404162882
237,975,672,20,0.187951604,0.020135024,0.000585754,0.161895822037451,0.028082350880853,0.000896025984064478,4.98912595416667
239,5263,2085,82,0.046910647,0.012482084,0.000488668,0.147975740633694,0.0202574413151298,0.000840089850575327,7.95575921041667
240,2652,2352,58,0.105020697,0.035627162,0.000876426,0.176946399867093,0.0348779454578815,0.000913343782053942,6.67604427013333
241,1305,358,23,0.172424561,0.009075755,0.000580606,0.125778905739676,0.0114961384081489,0.000794085729939833,5.3167870639
242,3019,518,32,0.092349584,0.005193168,0.000320717,0.151643308637882,0.00997777247395909,0.000647729235738345,5.61093603403333
244,490,488,18,0.240976032,0.026046851,0.000933496,0.149302082315147,0.0279991302755101,0.00106665509982062,5.07382562221667
245,1339,1412,80,0.149542668,0.035206415,0.001995989,0.183389965434006,0.0300676695550428,0.00149615332565139,7.88504524861667
247,1979,1021,62,0.131907904,0.018510068,0.001129262,0.151739805630336,0.0200994487279714,0.00115684158087971,7.32810528333333
